file_nm,security,time,open,high,low,last,settled,change,vol,prev_settled,prev_vol,pre_int
market/Settlements/1_2_2017_ags_settlements.txt,OPF USD Malaysian Palm Olein Calendar Futures,APR17,,,,,703.75,0,,703.75,,
market/Settlements/1_2_2017_ags_settlements.txt,OPF USD Malaysian Palm Olein Calendar Futures,MAY17,,,,,666.25,0,,666.25,,
market/Settlements/1_2_2017_ags_settlements.txt,OPS USD Malaysian Palm Olein Calendar Swaps,FEB17,,,,,730.00,0,,730.00,,
market/Settlements/1_2_2017_ags_settlements.txt,OPS USD Malaysian Palm Olein Calendar Swaps,MAR17,,,,,703.75,0,,703.75,,
market/Settlements/1_2_2017_ags_settlements.txt,OPS USD Malaysian Palm Olein Calendar Swaps,APR17,,,,,703.75,0,,703.75,,
market/Settlements/1_2_2017_ags_settlements.txt,OPS USD Malaysian Palm Olein Calendar Swaps,MAY17,,,,,666.25,0,,666.25,,
market/Settlements/1_2_2017_ags_settlements.txt,PKO BMD CRD PLM KRNL OIL,FEB17,,,,,,0,,7827,,
market/Settlements/1_2_2017_ags_settlements.txt,PKO BMD CRD PLM KRNL OIL,MAR17,,,,,,0,,7827,,
market/Settlements/1_2_2017_ags_settlements.txt,PKO BMD CRD PLM KRNL OIL,APR17,,,,,,0,,7827,,
market/Settlements/1_2_2017_ags_settlements.txt,PKO BMD CRD PLM KRNL OIL,MAY17,,,,,,0,,7827,,
market/Settlements/1_2_2017_ags_settlements.txt,POG Bursa Malaysia Crude Palm Oil � Gasoil Spread Futu,FEB17,,,,,183.475,-4.175,,187.650,,
market/Settlements/1_2_2017_ags_settlements.txt,POG Bursa Malaysia Crude Palm Oil � Gasoil Spread Futu,MAR17,,,,,165.685,-3.826,,169.511,,
market/Settlements/1_2_2017_ags_settlements.txt,POG Bursa Malaysia Crude Palm Oil � Gasoil Spread Futu,APR17,,,,,150.803,-3.592,,154.395,,
market/Settlements/1_2_2017_ags_settlements.txt,POG Bursa Malaysia Crude Palm Oil � Gasoil Spread Futu,MAY17,,,,,134.772,-3.337,,138.109,,
market/Settlements/1_2_2017_ags_settlements.txt,Q02 SYNTH Future - 2 Month Live Cattle CSO,FEB17,,,,,1.875,+.450,,1.425,,
market/Settlements/1_2_2017_ags_settlements.txt,Q02 SYNTH Future - 2 Month Live Cattle CSO,APR17,,,,,9.475,-.500,,9.975,,
market/Settlements/1_2_2017_ags_settlements.txt,Q02 SYNTH Future - 2 Month Live Cattle CSO,JUN17,,,,,4.000,-.225,,4.225,,
market/Settlements/1_2_2017_ags_settlements.txt,Q04 SYNTH Future - 4 Month Live Cattle CSO,FEB17,,,,,11.350,-.050,,11.400,,
market/Settlements/1_2_2017_ags_settlements.txt,Q04 SYNTH Future - 4 Month Live Cattle CSO,APR17,,,,,13.475,-.725,,14.200,,
market/Settlements/1_2_2017_ags_settlements.txt,Q06 SYNTH Future - 6 Month Live Cattle CSO,FEB17,,,,,15.350,-.275,,15.625,,
market/Settlements/1_2_2017_ags_settlements.txt,QC2 SYNTH CORN - DEC/DEC,DEC17,,,,,-7.4,-2.2,,-9.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QC3 SYNTH CORN-NRBY+NXT2,MAR17,,,,,-7.4,+.2,,-7.2,,
market/Settlements/1_2_2017_ags_settlements.txt,QC3 SYNTH CORN-NRBY+NXT2,MAY17,,,,,-7.0,+.2,,-6.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QC3 SYNTH CORN-NRBY+NXT2,JLY17,,,,,-6.4,-.2,,-6.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QC3 SYNTH CORN-NRBY+NXT2,SEP17,,,,,-7.0,+.2,,-6.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QC4 AUG-NOV Soybean CSO Synthetic Future,AUG17,,,,,39.6,+1.2,,38.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QC6 SYNTH CORN-O/N CROP,JLY17,,,,,-13.4,0,,-13.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QC7 MAR-JUL Corn CSO Synthetic,MAR17,,,,,-14.4,+.4,,-14.0,,
market/Settlements/1_2_2017_ags_settlements.txt,QC8 SYNTH CORN - DEC/JUL,DEC17,,,,,-13.4,-1.2,,-14.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QCC MAR-DEC Corn CSO Synthetic,MAR17,,,,,-28.0,+.4,,-27.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QCW SYNTHETIC WHEAT-CORN ICSO FUTURE,MAR17,,,,,65.4,+4.4,,61.0,,
market/Settlements/1_2_2017_ags_settlements.txt,QCW SYNTHETIC WHEAT-CORN ICSO FUTURE,MAY17,,,,,70.2,+3.6,,66.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QCW SYNTHETIC WHEAT-CORN ICSO FUTURE,JLY17,,,,,77.0,+3.4,,73.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QCW SYNTHETIC WHEAT-CORN ICSO FUTURE,SEP17,,,,,84.6,+3.0,,81.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QM2 SYN SOYML-NRBY+NXT2,MAR17,,,,,-3.5,-.2,,-3.3,,
market/Settlements/1_2_2017_ags_settlements.txt,QM2 SYN SOYML-NRBY+NXT2,MAY17,,,,,-2.1,+.1,,-2.2,,
market/Settlements/1_2_2017_ags_settlements.txt,QM2 SYN SOYML-NRBY+NXT2,JLY17,,,,,2.7,+.2,,2.5,,
market/Settlements/1_2_2017_ags_settlements.txt,QM2 SYN SOYML-NRBY+NXT2,AUG17,,,,,3.6,+.2,,3.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QM3 DEC-JUL Soybean Meal CSO Synthetic,DEC17,,,,,2.0,-.4,,2.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QM4 AUG-DEC Soybean Meal CSO Synthetic,AUG17,,,,,10.7,+.8,,9.9,,
market/Settlements/1_2_2017_ags_settlements.txt,QM5 SEP-DEC Soybean Meal CSO Synthetic,SEP17,,,,,7.1,+.6,,6.5,,
market/Settlements/1_2_2017_ags_settlements.txt,QM6 SYN SOYML-OLD/NEWCRP,JLY17,,,,,13.4,+1.0,,12.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QO2 SYN SOYBN-NRBY+NXT2,MAR17,,,,,-.29,0,,-.29,,
market/Settlements/1_2_2017_ags_settlements.txt,QO2 SYN SOYBN-NRBY+NXT2,MAY17,,,,,-.26,0,,-.26,,
market/Settlements/1_2_2017_ags_settlements.txt,QO2 SYN SOYBN-NRBY+NXT2,JLY17,,,,,-.06,-.02,,-.04,,
market/Settlements/1_2_2017_ags_settlements.txt,QO2 SYN SOYBN-NRBY+NXT2,AUG17,,,,,.01,-.02,,.03,,
market/Settlements/1_2_2017_ags_settlements.txt,QO3 DEC-JUL Soybean Oil CSO Synthetic,DEC17,,,,,-.07,+.05,,-.12,,
market/Settlements/1_2_2017_ags_settlements.txt,QO4 AUG-DEC Soybean Oil CSO Synthetic,AUG17,,,,,.04,-.10,,.14,,
market/Settlements/1_2_2017_ags_settlements.txt,QO5 SEP-DEC Soybean Oil CSO Synthetic,SEP17,,,,,.03,-.08,,.11,,
market/Settlements/1_2_2017_ags_settlements.txt,QO6 SYN SOYBN-OLD/NEWCRP,JLY17,,,,,-.02,-.12,,.10,,
market/Settlements/1_2_2017_ags_settlements.txt,QS0 MAR-NOV Soybean CSO Synthetic,MAR17,,,,,24.6,+1.2,,23.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QS1 JUL-JUL Soybean CSO Synthetic,JLY17,,,,,37.2,+.6,,36.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QS2 SYNTH SOY - NOV/NOV,NOV17,,,,,38.6,+.4,,38.2,,
market/Settlements/1_2_2017_ags_settlements.txt,QS3 NOV-MAR Soybean CSO Synthetic,NOV17,,,,,-2.4,0,,-2.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QS5 SYNTH SOY - JAN/MAY,JAN18,,,,,.0,0,,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,QS8 JAN-MAR Soybean CSO Synthetic,JAN18,,,,,38.6,+.4,,38.2,,
market/Settlements/1_2_2017_ags_settlements.txt,QS9 SYNTH SOY - NOV/JULY,NOV17,,,,,-5.2,+.6,,-4.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QW2 SYNTH WHT - JULY/DEC,JLY17,,,,,-51.6,-3.2,,-55.0,,
market/Settlements/1_2_2017_ags_settlements.txt,QW3 SYNTH WHT-NRBY+NXT2,MAR17,,,,,-12.2,-.4,,-12.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QW3 SYNTH WHT-NRBY+NXT2,MAY17,,,,,-13.6,0,,-13.6,,
market/Settlements/1_2_2017_ags_settlements.txt,QW3 SYNTH WHT-NRBY+NXT2,JLY17,,,,,-14.2,-.6,,-15.0,,
market/Settlements/1_2_2017_ags_settlements.txt,QW3 SYNTH WHT-NRBY+NXT2,SEP17,,,,,-17.0,-.4,,-17.4,,
market/Settlements/1_2_2017_ags_settlements.txt,QW6 SYNTH WHT - O/N CROP,DEC17,,,,,-20.4,-2.0,,-22.4,,
market/Settlements/1_2_2017_ags_settlements.txt,RRE S&P GSCI Enhanced ER Swap Futures,FEB17,,,,,235.9598,+2.9207,,233.0391,,
market/Settlements/1_2_2017_ags_settlements.txt,RRE S&P GSCI Enhanced ER Swap Futures,MAR17,,,,,235.9598,+2.9207,,233.0391,,17033
market/Settlements/1_2_2017_ags_settlements.txt,RRE S&P GSCI Enhanced ER Swap Futures,APR17,,,,,235.9598,+2.9207,,233.0391,,
market/Settlements/1_2_2017_ags_settlements.txt,RRE S&P GSCI Enhanced ER Swap Futures,MAY17,,,,,235.9598,0,,,,
market/Settlements/1_2_2017_ags_settlements.txt,RRF Rough Rice Futures,MAR17,9.595,9.620,9.500,9.530,9.530,-.005,503,9.535,1098,9777
market/Settlements/1_2_2017_ags_settlements.txt,RRF Rough Rice Futures,MAY17,9.840,9.870,9.770,9.790,9.790,-.005,271,9.795,665,1747
market/Settlements/1_2_2017_ags_settlements.txt,RRF Rough Rice Futures,JLY17,,,,,10.010,0,8,10.010,6,51
market/Settlements/1_2_2017_ags_settlements.txt,RRF Rough Rice Futures,SEP17,,,,,10.165,0,,10.165,7,29
market/Settlements/1_2_2017_ags_settlements.txt,S Soybean Futures,MAR17,1024.4,1037.4,1017.0,1035.6,1036.6,+12.2,99753,1024.4,83518,316397
market/Settlements/1_2_2017_ags_settlements.txt,S Soybean Futures,MAY17,1034.0,1047.4,1027.0,1047.0,1046.6,+12.4,34158,1034.2,29375,148781
market/Settlements/1_2_2017_ags_settlements.txt,S Soybean Futures,JLY17,1042.2,1055.0,1034.6,1054.4,1054.4,+12.4,27470,1042.0,20737,122662
market/Settlements/1_2_2017_ags_settlements.txt,S Soybean Futures,AUG17,1034.4,1052.0,1032.6,1051.4,1051.6,+12.2,2555,1039.4,1356,9438
market/Settlements/1_2_2017_ags_settlements.txt,S7C Soybean MAY/NOV SYNTHETIC FUTURE,MAY17,,,,,34.6,+1.4,,33.2,,
market/Settlements/1_2_2017_ags_settlements.txt,SBT Soybean TAS Futures,MAR17,.0,.0,.0,.0,.0,0,1721,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,SBT Soybean TAS Futures,MAY17,.0,.2,.0,.0,.0,0,785,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,SBT Soybean TAS Futures,JLY17,.0,.0,-.2,.0,.0,0,116,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,SBT Soybean TAS Futures,NOV17,.0,.0,-.2,.0,.0,0,85,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,SE2 2MTH S&P GSCI SWAP,FEB17,,,,,209.4544,+2.9358,,206.5186,,
market/Settlements/1_2_2017_ags_settlements.txt,SE2 2MTH S&P GSCI SWAP,MAR17,,,,,209.4544,+2.9358,,206.5186,,
market/Settlements/1_2_2017_ags_settlements.txt,SE2 2MTH S&P GSCI SWAP,APR17,,,,,209.4544,+2.9358,,206.5186,,
market/Settlements/1_2_2017_ags_settlements.txt,SE2 2MTH S&P GSCI SWAP,MAY17,,,,,209.4544,0,,,,
market/Settlements/1_2_2017_ags_settlements.txt,SE3 3MTH S&P GSCI SWAP,FEB17,,,,,212.1183,+2.8865,,209.2318,,
market/Settlements/1_2_2017_ags_settlements.txt,SE3 3MTH S&P GSCI SWAP,MAR17,,,,,212.1183,+2.8865,,209.2318,,
market/Settlements/1_2_2017_ags_settlements.txt,SE3 3MTH S&P GSCI SWAP,APR17,,,,,212.1183,+2.8865,,209.2318,,
market/Settlements/1_2_2017_ags_settlements.txt,SE3 3MTH S&P GSCI SWAP,MAY17,,,,,212.1183,0,,,,
market/Settlements/1_2_2017_ags_settlements.txt,SES OTC S&P GSCI SWAP Future,FEB17,,,,,233.3008,+3.4104,,229.8904,,
market/Settlements/1_2_2017_ags_settlements.txt,SES OTC S&P GSCI SWAP Future,MAR17,,,,,233.3008,+3.4104,,229.8904,,
market/Settlements/1_2_2017_ags_settlements.txt,SES OTC S&P GSCI SWAP Future,APR17,,,,,233.3008,+3.4104,,229.8904,,
market/Settlements/1_2_2017_ags_settlements.txt,SES OTC S&P GSCI SWAP Future,MAY17,,,,,233.3008,0,,,,
market/Settlements/1_2_2017_ags_settlements.txt,SM Soybean Meal Futures,MAR17,334.3,336.2,331.0,336.0,336.0,+1.4,43915,334.6,41739,163371
market/Settlements/1_2_2017_ags_settlements.txt,SM Soybean Meal Futures,MAY17,338.4,339.7,334.4,339.5,339.5,+1.6,18150,337.9,18938,95926
market/Settlements/1_2_2017_ags_settlements.txt,SM Soybean Meal Futures,JLY17,339.6,341.8,336.5,341.6,341.6,+1.5,11201,340.1,5431,60500
market/Settlements/1_2_2017_ags_settlements.txt,SM Soybean Meal Futures,AUG17,335.7,339.1,334.4,339.0,338.9,+1.3,878,337.6,1128,8878
market/Settlements/1_2_2017_ags_settlements.txt,SQ2 SYNTH SOY-NRBY+NXT2,MAR17,,,,,-10.0,+.2,,-9.6,,
market/Settlements/1_2_2017_ags_settlements.txt,SQ2 SYNTH SOY-NRBY+NXT2,MAY17,,,,,-7.6,0,,-7.6,,
market/Settlements/1_2_2017_ags_settlements.txt,SQ2 SYNTH SOY-NRBY+NXT2,JLY17,,,,,2.6,+.2,,2.4,,
market/Settlements/1_2_2017_ags_settlements.txt,SQ2 SYNTH SOY-NRBY+NXT2,AUG17,,,,,20.2,+.2,,20.0,,
market/Settlements/1_2_2017_ags_settlements.txt,SQ5 SYNTH SOY-OLD/NEWCRP,JLY17,,,,,42.4,+1.4,,41.0,,
market/Settlements/1_2_2017_ags_settlements.txt,TIN BMD Tin Futures,FEB17,,,,,,0,,19700,,
market/Settlements/1_2_2017_ags_settlements.txt,TIN BMD Tin Futures,MAR17,,,,,,0,,19700,,
market/Settlements/1_2_2017_ags_settlements.txt,TIN BMD Tin Futures,APR17,,,,,,0,,19700,,
market/Settlements/1_2_2017_ags_settlements.txt,TIN BMD Tin Futures,MAY17,,,,,,0,,19700,,
market/Settlements/1_2_2017_ags_settlements.txt,UFG Urea (Granular) FOB Egypt Swap Future,FEB17,,,,,281.25,+.25,,281.00,,
market/Settlements/1_2_2017_ags_settlements.txt,UFG Urea (Granular) FOB Egypt Swap Future,MAR17,,,,,281.75,0,,281.75,,
market/Settlements/1_2_2017_ags_settlements.txt,UFG Urea (Granular) FOB Egypt Swap Future,APR17,,,,,281.50,0,,281.50,,
market/Settlements/1_2_2017_ags_settlements.txt,UFG Urea (Granular) FOB Egypt Swap Future,MAY17,,,,,277.50,0,,277.50,,
market/Settlements/1_2_2017_ags_settlements.txt,UFN Urea FOB US GULF SWAP FUTURE,FEB17,,,,,249.25,-5.00,,254.25,,285
market/Settlements/1_2_2017_ags_settlements.txt,UFN Urea FOB US GULF SWAP FUTURE,MAR17,,,,,254.25,-2.00,30,256.25,75,547
market/Settlements/1_2_2017_ags_settlements.txt,UFN Urea FOB US GULF SWAP FUTURE,APR17,,,,,247.25,-4.00,,251.25,,165
market/Settlements/1_2_2017_ags_settlements.txt,UFN Urea FOB US GULF SWAP FUTURE,MAY17,,,,,247.50,0,,247.50,,105
market/Settlements/1_2_2017_ags_settlements.txt,UFU UAN FOB NOLA SWAP FUTURE,FEB17,,,,,186.00,-1.50,,187.50,,285
market/Settlements/1_2_2017_ags_settlements.txt,UFU UAN FOB NOLA SWAP FUTURE,MAR17,,,,,192.50,0,,192.50,,270
market/Settlements/1_2_2017_ags_settlements.txt,UFU UAN FOB NOLA SWAP FUTURE,APR17,,,,,190.50,0,,190.50,,95
market/Settlements/1_2_2017_ags_settlements.txt,UFU UAN FOB NOLA SWAP FUTURE,MAY17,,,,,185.50,0,,185.50,,30
market/Settlements/1_2_2017_ags_settlements.txt,UFZ Urea (Prilled Bulk) FOB Yuzhny Swap Future,FEB17,,,,,248.75,0,,248.75,,
market/Settlements/1_2_2017_ags_settlements.txt,UFZ Urea (Prilled Bulk) FOB Yuzhny Swap Future,MAR17,,,,,248.75,0,,248.75,,
market/Settlements/1_2_2017_ags_settlements.txt,UFZ Urea (Prilled Bulk) FOB Yuzhny Swap Future,APR17,,,,,244.00,0,,244.00,,
market/Settlements/1_2_2017_ags_settlements.txt,UFZ Urea (Prilled Bulk) FOB Yuzhny Swap Future,MAY17,,,,,240.00,0,,240.00,,
market/Settlements/1_2_2017_ags_settlements.txt,UPO BMD USD CPO FUTURES,FEB17,,,,,,0,,729.25,,
market/Settlements/1_2_2017_ags_settlements.txt,UPO BMD USD CPO FUTURES,MAR17,,,,,,0,,700.00,,
market/Settlements/1_2_2017_ags_settlements.txt,UPO BMD USD CPO FUTURES,APR17,,,,,,0,,684.00,,
market/Settlements/1_2_2017_ags_settlements.txt,UPO BMD USD CPO FUTURES,MAY17,,,,,,0,,669.00,,
market/Settlements/1_2_2017_ags_settlements.txt,W Wheat Futures,MAR17,421.0,434.4,417.0,433.0,433.6,+13.0,97407,420.6,60231,242522
market/Settlements/1_2_2017_ags_settlements.txt,W Wheat Futures,MAY17,434.0,446.6,429.4,446.2,446.0,+12.4,29466,433.4,23493,100271
market/Settlements/1_2_2017_ags_settlements.txt,W Wheat Futures,JLY17,447.0,460.4,443.2,459.4,459.6,+12.4,19257,447.2,14280,76667
market/Settlements/1_2_2017_ags_settlements.txt,W Wheat Futures,SEP17,462.4,474.6,457.0,474.2,474.0,+11.6,4998,462.2,2637,23962
market/Settlements/1_2_2017_ags_settlements.txt,WEU EU Milling Wheat Futures,MAR17,180.00,181.75,180.00,181.75,181.75,+.25,41,181.50,65,172
market/Settlements/1_2_2017_ags_settlements.txt,WEU EU Milling Wheat Futures,MAY17,177.00,178.75,175.75,176.50,176.25,-1.75,22,178.00,11,415
market/Settlements/1_2_2017_ags_settlements.txt,WEU EU Milling Wheat Futures,SEP17,,168.50,,168.50,168.25,+.50,116,167.75,239,220
market/Settlements/1_2_2017_ags_settlements.txt,WEU EU Milling Wheat Futures,DEC17,,171.00,,171.00,171.00,+.50,319,170.50,776,484
market/Settlements/1_2_2017_ags_settlements.txt,WMK MGX-KBT WHT SPRD SYN,JLY17,,,,,92.0,-4.6,,96.6,,
market/Settlements/1_2_2017_ags_settlements.txt,WMK MGX-KBT WHT SPRD SYN,SEP17,,,,,95.4,-4.6,,100.2,,
market/Settlements/1_2_2017_ags_settlements.txt,WMK MGX-KBT WHT SPRD SYN,DEC17,,,,,67.0,-4.0,,71.0,,
market/Settlements/1_2_2017_ags_settlements.txt,WQ6 SYNTH WHT -JULY/JULY,JLY17,,,,,-31.2,-1.2,,-32.4,,
market/Settlements/1_2_2017_ags_settlements.txt,YC Mini-sized Corn Futures,MAR17,359.5,368.3,358.0,368.1,368.2,+8.4,350,359.6,176,3187
market/Settlements/1_2_2017_ags_settlements.txt,YC Mini-sized Corn Futures,MAY17,367.0,375.3,365.2,373.7,375.6,+8.6,36,367.0,17,438
market/Settlements/1_2_2017_ags_settlements.txt,YC Mini-sized Corn Futures,JLY17,374.6,382.2,372.4,382.2,382.6,+9.0,41,373.6,12,5433
market/Settlements/1_2_2017_ags_settlements.txt,YC Mini-sized Corn Futures,SEP17,382.5,387.0,382.5,387.0,389.2,+8.6,2,380.4,,77
market/Settlements/1_2_2017_ags_settlements.txt,YK Mini-sized Soybean Futures,MAR17,1024.0,1039.2,1016.7,1037.4,1036.6,+12.2,371,1024.4,349,6007
market/Settlements/1_2_2017_ags_settlements.txt,YK Mini-sized Soybean Futures,MAY17,1034.2,1049.0,1027.3,1049.0,1046.6,+12.4,40,1034.2,42,1281
market/Settlements/1_2_2017_ags_settlements.txt,YK Mini-sized Soybean Futures,JLY17,1042.4,1056.6,1035.0,1056.6,1054.4,+12.4,44,1042.0,39,3298
market/Settlements/1_2_2017_ags_settlements.txt,YK Mini-sized Soybean Futures,AUG17,1039.0,1051.3,1033.7,1051.3,1051.6,+12.2,1,1039.4,,63
market/Settlements/1_2_2017_ags_settlements.txt,YW Mini-sized Wheat Futures,MAR17,421.6,435.0,417.1,432.6,433.6,+13.0,354,420.6,126,1298
market/Settlements/1_2_2017_ags_settlements.txt,YW Mini-sized Wheat Futures,MAY17,433.0,446.0,430.0,446.0,446.0,+12.4,37,433.4,14,133
market/Settlements/1_2_2017_ags_settlements.txt,YW Mini-sized Wheat Futures,JLY17,447.4,460.2,447.4,460.2,459.6,+12.4,21,447.2,5,340
market/Settlements/1_2_2017_ags_settlements.txt,YW Mini-sized Wheat Futures,SEP17,,,,,474.0,+11.6,,462.2,1,34
market/Settlements/1_2_2017_ags_settlements.txt,Z3W MAR-JUL Wheat CSO Synthetic,MAR17,,,,,-26.0,-.4,,-26.4,,
market/Settlements/1_2_2017_ags_settlements.txt,ZCT Corn TAS Futures,MAR17,.0,.2,.0,.2,.0,0,8102,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZCT Corn TAS Futures,MAY17,.0,.4,.0,.2,.0,0,5280,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZCT Corn TAS Futures,JLY17,.0,.2,.0,.2,.0,0,1661,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZCT Corn TAS Futures,DEC17,-.2,.0,-.2,.0,.0,0,114,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZLT Soybean Oil TAS Futures,MAR17,.00,.01,.00,.00,.00,0,1490,.00,,
market/Settlements/1_2_2017_ags_settlements.txt,ZLT Soybean Oil TAS Futures,MAY17,.00,.01,.00,.00,.00,0,1116,.00,,
market/Settlements/1_2_2017_ags_settlements.txt,ZLT Soybean Oil TAS Futures,JLY17,.00,.01,.00,.00,.00,0,12,.00,,
market/Settlements/1_2_2017_ags_settlements.txt,ZLT Soybean Oil TAS Futures,DEC17,,,,,.00,0,,.00,,
market/Settlements/1_2_2017_ags_settlements.txt,ZMT Soybean Meal TAS Futures,MAR17,.0,.0,.0,.0,.0,0,784,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZMT Soybean Meal TAS Futures,MAY17,.0,.0,-.1,.0,.0,0,193,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZMT Soybean Meal TAS Futures,JLY17,.0,.0,.0,.0,.0,0,44,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZMT Soybean Meal TAS Futures,DEC17,,,,,.0,0,,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZWC WHEAT - DEC/DEC SYNTHETIC FUTURE,DEC17,,,,,-44.6,-3.4,,-48.2,,
market/Settlements/1_2_2017_ags_settlements.txt,ZWT Wheat TAS Futures,MAR17,.0,.6,.0,.4,.0,0,2979,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZWT Wheat TAS Futures,MAY17,.0,.4,.0,.4,.0,0,1222,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZWT Wheat TAS Futures,JLY17,.0,.4,.0,.4,.0,0,510,.0,,
market/Settlements/1_2_2017_ags_settlements.txt,ZX Mid-size Milk Futures,JAN17,,,,,16.77,0,,16.75,,
market/Settlements/1_2_2017_ags_settlements.txt,ZX Mid-size Milk Futures,FEB17,,,,,16.74,+.03,,16.71,,
market/Settlements/1_2_2017_ags_settlements.txt,ZX Mid-size Milk Futures,MAR17,,,,,17.15,0,,17.15,,
market/Settlements/1_2_2017_ags_settlements.txt,ZX Mid-size Milk Futures,APR17,,,,,17.34,+.04,,17.30,,
market/Settlements/1_2_2017_ags_settlements.txt,AA GRADE AA BUTTER,NOV17,,,,,2240.00,0,,2240.00,,
market/Settlements/1_2_2017_ags_settlements.txt,KB BLOCK STYLE CHEESE,NOV17,,1750.00,,1750.00,1750.00,+42.50,,1707.50,,
market/Settlements/1_2_2017_ags_settlements.txt,NM NONFAT DRY MILK-GR A,NOV17,,,,,9.4750,+.0250,,9.4500,,
market/Settlements/1_2_2017_ags_settlements.txt,RB BARREL STYLE CHEESE,NOV17,,1577.50,1507.50,1577.50,1577.50,+60.00,7,1517.50,,
market/Settlements/1_2_2017_ags_settlements.txt,CKM JLY17 KC HRW Calendar Spread Options - July/Dec CALL,-400,,,,,5.6,+.4,,5.2,,
market/Settlements/1_2_2017_ags_settlements.txt,CKM JLY17 KC HRW Calendar Spread Options - July/Dec PUT,-400,,,,,1.0,0,,1.0,,5
market/Settlements/1_2_2017_ags_settlements.txt,PYC MAY17 Corn CSO - Nearby + Next 2 CALL,-70,,,,,.7,-.1,,1.0,,575
market/Settlements/1_2_2017_ags_settlements.txt,PYC MAY17 Corn CSO - Nearby + Next 2 CALL,-80,,,,,1.5,-.1,,1.6,,100
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 CALL,-50,,,,,1.3,+.1,,1.2,,400
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 CALL,-60,,,,,1.6,+.2,,1.4,,
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 CALL,-70,,,,,2.1,+.3,,1.6,,
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 CALL,-80,,,,,2.4,+.2,,2.2,,
market/Settlements/1_2_2017_ags_settlements.txt,PYC MAY17 Corn CSO - Nearby + Next 2 PUT,-70,,,,,.7,+.1,,.6,,600
market/Settlements/1_2_2017_ags_settlements.txt,PYC MAY17 Corn CSO - Nearby + Next 2 PUT,-80,,,,,.5,+.1,,.4,,200
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 PUT,-50,,,,,2.7,-.1,,3.0,,
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 PUT,-60,,,,,2.2,0,,2.2,,
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 PUT,-70,,,,,1.5,+.1,,1.4,,
market/Settlements/1_2_2017_ags_settlements.txt,PYC JLY17 Corn CSO - Nearby + Next 2 PUT,-80,,,,,1.0,0,,1.0,,411
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 CALL,-100,,,,,.7,0,,.7,,8
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 CALL,-120,,,,,1.5,+.2,,1.3,,
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 CALL,-130,,,,,2.1,+.3,,1.6,,15
market/Settlements/1_2_2017_ags_settlements.txt,WZC MAR17 Wheat CSO - Nearby + Next 2 CALL,-150,,,,,3.3,+.3,,3.0,,197
